,Bill Number,Representative,Party,State,Vote,link,Full Name,Phone Number
2188,H. R. 7073,Kuster,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/K000382,Ann M. Kuster, (202) 225-5206
78,H. R. 7073,Amodei,Republican,Nevada,Yea,https://clerk.house.gov/Members/A000369,Mark E. Amodei, (202) 225-6155
1698,H. R. 7073,Harder (CA),Democratic,California,Yea,https://clerk.house.gov/Members/H001090,Josh Harder, (202) 225-4540
1758,H. R. 7073,Hill,Republican,Arkansas,Yea,https://clerk.house.gov/Members/H001072,J. French Hill, (202) 225-2506
288,H. R. 7073,Bishop (GA),Democratic,Georgia,Yea,https://clerk.house.gov/Members/B000490,"Sanford D. Bishop, Jr.", (202) 225-3631
2278,H. R. 7073,Larson (CT),Democratic,Connecticut,Yea,https://clerk.house.gov/Members/L000557,John B. Larson, (202) 225-2265
2458,H. R. 7073,Luna,Republican,Florida,Yea,https://clerk.house.gov/Members/L000596,Anna Paulina Luna, (202) 225-5961
278,H. R. 7073,Bilirakis,Republican,Florida,Yea,https://clerk.house.gov/Members/B001257,Gus M. Bilirakis, (202) 225-5755
3968,H. R. 7073,Tonko,Democratic,New York,Yea,https://clerk.house.gov/Members/T000469,Paul Tonko, (202) 225-5076
4228,H. R. 7073,Wild,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/W000826,Susan Wild, (202) 225-6411
68,H. R. 7073,Amo,Democratic,Rhode Island,Yea,https://clerk.house.gov/Members/A000380,Gabe Amo, (202) 225-4911
298,H. R. 7073,Bishop (NC),Republican,North Carolina,Yea,https://clerk.house.gov/Members/B001311,Dan Bishop, (202) 225-1976
2008,H. R. 7073,Joyce (OH),Republican,Ohio,Yea,https://clerk.house.gov/Members/J000295,David P. Joyce, (202) 225-5731
3958,H. R. 7073,Tokuda,Democratic,Hawaii,Yea,https://clerk.house.gov/Members/T000487,Jill N. Tokuda, (202) 225-4906
4238,H. R. 7073,Williams (GA),Democratic,Georgia,Yea,https://clerk.house.gov/Members/W000788,Nikema Williams, (202) 225-3801
2468,H. R. 7073,Luttrell,Republican,Texas,Yea,https://clerk.house.gov/Members/L000603,Morgan Luttrell, (202) 225-4901
308,H. R. 7073,Blumenauer,Democratic,Oregon,Yea,https://clerk.house.gov/Members/B000574,Earl Blumenauer, (202) 225-4811
1538,H. R. 7073,Good (VA),Republican,Virginia,Nay,https://clerk.house.gov/Members/G000595,Bob Good, (202) 225-4711
3948,H. R. 7073,Tlaib,Democratic,Michigan,Nay,https://clerk.house.gov/Members/T000481,Rashida Tlaib, (202) 225-5126
1548,H. R. 7073,Gooden (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/G000589,Lance Gooden, (202) 225-3484
2288,H. R. 7073,Latta,Republican,Ohio,Yea,https://clerk.house.gov/Members/L000566,Robert E. Latta, (202) 225-6405
3988,H. R. 7073,Torres (NY),Democratic,New York,Yea,https://clerk.house.gov/Members/T000486,Ritchie Torres, (202) 225-4361
1928,H. R. 7073,Jacobs,Democratic,California,Yea,https://clerk.house.gov/Members/J000305,Sara Jacobs, (202) 225-2040
1588,H. R. 7073,Graves (LA),Republican,Louisiana,Yea,https://clerk.house.gov/Members/G000577,Garret Graves, (202) 225-3901
238,H. R. 7073,Bergman,Republican,Michigan,Yea,https://clerk.house.gov/Members/B001301,Jack Bergman, (202) 225-4735
1998,H. R. 7073,Jordan,Republican,Ohio,Yea,https://clerk.house.gov/Members/J000289,Jim Jordan, (202) 225-2676
4028,H. R. 7073,Underwood,Democratic,Illinois,Yea,https://clerk.house.gov/Members/U000040,Lauren Underwood, (202) 225-2976
4198,H. R. 7073,Wenstrup,Republican,Ohio,Yea,https://clerk.house.gov/Members/W000815,Brad R. Wenstrup, (202) 225-3164
2418,H. R. 7073,Lopez,Republican,Colorado,Yea,https://clerk.house.gov/Members/L000604,Greg Lopez, (202) 225-4676
248,H. R. 7073,Beyer,Democratic,Virginia,Yea,https://clerk.house.gov/Members/B001292,"Donald S. Beyer, Jr.", (202) 225-4376
1578,H. R. 7073,Granger,Republican,Texas,Not Voting,https://clerk.house.gov/Members/G000377,Kay Granger, (202) 225-5071
2298,H. R. 7073,LaTurner,Republican,Kansas,Yea,https://clerk.house.gov/Members/L000266,Jake LaTurner, (202) 225-6601
4018,H. R. 7073,Turner,Republican,Ohio,Yea,https://clerk.house.gov/Members/T000463,Michael R. Turner, (202) 225-6465
98,H. R. 7073,Arrington,Republican,Texas,Yea,https://clerk.house.gov/Members/A000375,Jodey C. Arrington, (202) 225-4005
2428,H. R. 7073,Loudermilk,Republican,Georgia,Yea,https://clerk.house.gov/Members/L000583,Barry Loudermilk, (202) 225-2931
258,H. R. 7073,Bice,Republican,Oklahoma,Yea,https://clerk.house.gov/Members/B000740,Stephanie I. Bice, (202) 225-2132
4208,H. R. 7073,Westerman,Republican,Arkansas,Yea,https://clerk.house.gov/Members/W000821,Bruce Westerman, (202) 225-3772
4008,H. R. 7073,Trone,Democratic,Maryland,Yea,https://clerk.house.gov/Members/T000483,David J. Trone, (202) 225-2721
1978,H. R. 7073,Johnson (LA),Republican,Louisiana,Yea,https://clerk.house.gov/Members/J000299,Mike Johnson, (202) 225-2777
3998,H. R. 7073,Trahan,Democratic,Massachusetts,Yea,https://clerk.house.gov/Members/T000482,Lori Trahan, (202) 225-3411
1688,H. R. 7073,Hageman,Republican,Wyoming,Nay,https://clerk.house.gov/Members/H001096,Harriet M. Hageman, (202) 225-2311
1568,H. R. 7073,Gottheimer,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/G000583,Josh Gottheimer, (202) 225-4465
2438,H. R. 7073,Lucas,Republican,Oklahoma,Yea,https://clerk.house.gov/Members/L000491,Frank D. Lucas, (202) 225-5565
88,H. R. 7073,Armstrong,Republican,North Dakota,Yea,https://clerk.house.gov/Members/A000377,Kelly Armstrong, (202) 225-2611
268,H. R. 7073,Biggs,Republican,Arizona,Nay,https://clerk.house.gov/Members/B001302,Andy Biggs, (202) 225-2635
2208,H. R. 7073,LaHood,Republican,Illinois,Yea,https://clerk.house.gov/Members/L000585,Darin LaHood, (202) 225-6201
1948,H. R. 7073,Jayapal,Democratic,Washington,Nay,https://clerk.house.gov/Members/J000298,Pramila Jayapal, (202) 225-3106
1608,H. R. 7073,Green (TN),Republican,Tennessee,Yea,https://clerk.house.gov/Members/G000590,Mark E. Green, (202) 225-2811
3698,H. R. 7073,Soto,Democratic,Florida,Yea,https://clerk.house.gov/Members/S001200,Darren Soto, (202) 225-9889
418,H. R. 7073,Bucshon,Republican,Indiana,Yea,https://clerk.house.gov/Members/B001275,Larry Bucshon, (202) 225-4636
2878,H. R. 7073,Moulton,Democratic,Massachusetts,Yea,https://clerk.house.gov/Members/M001196,Seth Moulton, (202) 225-8020
1818,H. R. 7073,Hoyer,Democratic,Maryland,Yea,https://clerk.house.gov/Members/H000874,Steny H. Hoyer, (202) 225-4131
1198,H. R. 7073,Ezell,Republican,Mississippi,Yea,https://clerk.house.gov/Members/E000235,Mike Ezell, (202) 225-5772
3358,H. R. 7073,Roy,Republican,Texas,Nay,https://clerk.house.gov/Members/R000614,Chip Roy, (202) 225-4236
808,H. R. 7073,Correa,Democratic,California,Yea,https://clerk.house.gov/Members/C001110,J. Luis Correa, (202) 225-2965
3348,H. R. 7073,Rouzer,Republican,North Carolina,Yea,https://clerk.house.gov/Members/R000603,David Rouzer, (202) 225-2731
2888,H. R. 7073,Mrvan,Democratic,Indiana,Yea,https://clerk.house.gov/Members/M001214,Frank J. Mrvan, (202) 225-2461
3338,H. R. 7073,Ross,Democratic,North Carolina,Yea,https://clerk.house.gov/Members/R000305,Deborah K. Ross, (202) 225-3032
1188,H. R. 7073,Evans,Democratic,Pennsylvania,Not Voting,https://clerk.house.gov/Members/E000296,Dwight Evans, (202) 225-4001
818,H. R. 7073,Costa,Democratic,California,Yea,https://clerk.house.gov/Members/C001059,Jim Costa, (202) 225-3341
3328,H. R. 7073,Rosendale,Republican,Montana,Yea,https://clerk.house.gov/Members/R000103,"Matthew M. Rosendale, Sr.", (202) 225-3211
2898,H. R. 7073,Mullin,Democratic,California,Yea,https://clerk.house.gov/Members/M001225,Kevin Mullin, (202) 225-3531
828,H. R. 7073,Courtney,Democratic,Connecticut,Yea,https://clerk.house.gov/Members/C001069,Joe Courtney, (202) 225-2076
3318,H. R. 7073,Rose,Republican,Tennessee,Yea,https://clerk.house.gov/Members/R000612,John W. Rose, (202) 225-4231
798,H. R. 7073,Connolly,Democratic,Virginia,Yea,https://clerk.house.gov/Members/C001078,Gerald E. Connolly, (202) 225-1492
1178,H. R. 7073,Estes,Republican,Kansas,Yea,https://clerk.house.gov/Members/E000298,Ron Estes, (202) 225-6216
2908,H. R. 7073,Murphy,Republican,North Carolina,Yea,https://clerk.house.gov/Members/M001210,Gregory F. Murphy, (202) 225-3415
3308,H. R. 7073,Rogers (KY),Republican,Kentucky,Yea,https://clerk.house.gov/Members/R000395,Harold Rogers, (202) 225-4601
848,H. R. 7073,Crane,Republican,Arizona,Nay,https://clerk.house.gov/Members/C001132,Elijah Crane, (202) 225-3361
2088,H. R. 7073,Kelly (PA),Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/K000376,Mike Kelly, (202) 225-5406
1168,H. R. 7073,Espaillat,Democratic,New York,Nay,https://clerk.house.gov/Members/E000297,Adriano Espaillat, (202) 225-4365
2918,H. R. 7073,Nadler,Democratic,New York,Nay,https://clerk.house.gov/Members/N000002,Jerrold Nadler, (202) 225-5635
3298,H. R. 7073,Rogers (AL),Republican,Alabama,Yea,https://clerk.house.gov/Members/R000575,Mike Rogers, (202) 225-3261
1858,H. R. 7073,Huizenga,Republican,Michigan,Yea,https://clerk.house.gov/Members/H001058,Bill Huizenga, (202) 225-4401
858,H. R. 7073,Crawford,Republican,Arkansas,Yea,https://clerk.house.gov/Members/C001087,"Eric A. ""Rick"" Crawford", (202) 225-4076
3288,H. R. 7073,Rodgers (WA),Republican,Washington,Not Voting,https://clerk.house.gov/Members/M001159,Cathy McMorris Rodgers, (202) 225-2006
2928,H. R. 7073,Napolitano,Democratic,California,Yea,https://clerk.house.gov/Members/N000179,Grace F. Napolitano, (202) 225-5256
1158,H. R. 7073,Eshoo,Democratic,California,Yea,https://clerk.house.gov/Members/E000215,Anna G. Eshoo, (202) 225-8104
3278,H. R. 7073,Reschenthaler,Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/R000610,Guy Reschenthaler, (202) 225-2065
868,H. R. 7073,Crenshaw,Republican,Texas,Yea,https://clerk.house.gov/Members/C001120,Dan Crenshaw, (202) 225-6565
838,H. R. 7073,Craig,Democratic,Minnesota,Yea,https://clerk.house.gov/Members/C001119,Angie Craig, (202) 225-2271
2938,H. R. 7073,Neal,Democratic,Massachusetts,Yea,https://clerk.house.gov/Members/N000015,Richard E. Neal, (202) 225-5601
3368,H. R. 7073,Ruiz,Democratic,California,Yea,https://clerk.house.gov/Members/R000599,Raul Ruiz, (202) 225-5330
1208,H. R. 7073,Fallon,Republican,Texas,Yea,https://clerk.house.gov/Members/F000246,Pat Fallon, (202) 225-6673
1258,H. R. 7073,Fitzgerald,Republican,Wisconsin,Yea,https://clerk.house.gov/Members/F000471,Scott Fitzgerald, (202) 225-5101
3458,H. R. 7073,Scalise,Republican,Louisiana,Yea,https://clerk.house.gov/Members/S001176,Steve Scalise, (202) 225-3015
718,H. R. 7073,Cline,Republican,Virginia,Nay,https://clerk.house.gov/Members/C001118,Ben Cline, (202) 225-5431
3448,H. R. 7073,Sarbanes,Democratic,Maryland,Yea,https://clerk.house.gov/Members/S001168,John P. Sarbanes, (202) 225-4016
3818,H. R. 7073,Strong,Republican,Alabama,Yea,https://clerk.house.gov/Members/S001220,Dale W. Strong, (202) 225-4801
728,H. R. 7073,Cloud,Republican,Texas,Nay,https://clerk.house.gov/Members/C001115,Michael Cloud, (202) 225-7742
1248,H. R. 7073,Fischbach,Republican,Minnesota,Yea,https://clerk.house.gov/Members/F000470,Michelle Fischbach, (202) 225-2165
3438,H. R. 7073,Sánchez,Democratic,California,Yea,https://clerk.house.gov/Members/S001156,Linda T. Sánchez, (202) 225-6676
738,H. R. 7073,Clyburn,Democratic,South Carolina,Yea,https://clerk.house.gov/Members/C000537,James E. Clyburn, (202) 225-3315
3428,H. R. 7073,Salinas,Democratic,Oregon,Yea,https://clerk.house.gov/Members/S001226,Andrea Salinas, (202) 225-5643
2828,H. R. 7073,Moore (UT),Republican,Utah,Yea,https://clerk.house.gov/Members/M001213,Blake D. Moore, (202) 225-0453
1238,H. R. 7073,Finstad,Republican,Minnesota,Yea,https://clerk.house.gov/Members/F000475,Brad Finstad, (202) 225-2472
748,H. R. 7073,Clyde,Republican,Georgia,Yea,https://clerk.house.gov/Members/C001116,Andrew S. Clyde, (202) 225-9893
3418,H. R. 7073,Salazar,Republican,Florida,Yea,https://clerk.house.gov/Members/S000168,Maria Elvira Salazar, (202) 225-3931
2138,H. R. 7073,Kiley,Republican,California,Yea,https://clerk.house.gov/Members/K000401,Kevin Kiley, (202) 225-2523
758,H. R. 7073,Cohen,Democratic,Tennessee,Yea,https://clerk.house.gov/Members/C001068,Steve Cohen, (202) 225-3265
3408,H. R. 7073,Ryan,Democratic,New York,Yea,https://clerk.house.gov/Members/R000579,Patrick Ryan, (202) 225-5614
1228,H. R. 7073,Ferguson,Republican,Georgia,Yea,https://clerk.house.gov/Members/F000465,A. Drew Ferguson IV, (202) 225-5901
3398,H. R. 7073,Rutherford,Republican,Florida,Yea,https://clerk.house.gov/Members/R000609,John H. Rutherford, (202) 225-2501
2848,H. R. 7073,Moran,Republican,Texas,Yea,https://clerk.house.gov/Members/M001224,Nathaniel Moran, (202) 225-3035
768,H. R. 7073,Cole,Republican,Oklahoma,Yea,https://clerk.house.gov/Members/C001053,Tom Cole, (202) 225-6165
1868,H. R. 7073,Hunt,Republican,Texas,Yea,https://clerk.house.gov/Members/H001095,Wesley Hunt, (202) 225-5646
3388,H. R. 7073,Ruppersberger,Democratic,Maryland,Yea,https://clerk.house.gov/Members/R000576,C. A. Dutch Ruppersberger, (202) 225-3061
1218,H. R. 7073,Feenstra,Republican,Iowa,Yea,https://clerk.house.gov/Members/F000446,Randy Feenstra, (202) 225-4426
2858,H. R. 7073,Morelle,Democratic,New York,Yea,https://clerk.house.gov/Members/M001206,Joseph D. Morelle, (202) 225-3615
778,H. R. 7073,Collins,Republican,Georgia,Nay,https://clerk.house.gov/Members/C001129,Mike Collins, (202) 225-4101
2078,H. R. 7073,Kelly (MS),Republican,Mississippi,Yea,https://clerk.house.gov/Members/K000388,Trent Kelly, (202) 225-4306
3378,H. R. 7073,Rulli,Republican,Ohio,Yea,https://clerk.house.gov/Members/R000619,Michael A. Rulli, (202) 225-5705
788,H. R. 7073,Comer,Republican,Kentucky,Yea,https://clerk.house.gov/Members/C001108,James Comer, (202) 225-3115
2868,H. R. 7073,Moskowitz,Democratic,Florida,Yea,https://clerk.house.gov/Members/M001217,Jared Moskowitz, (202) 225-3001
2838,H. R. 7073,Moore (WI),Democratic,Wisconsin,Yea,https://clerk.house.gov/Members/M001160,Gwen Moore, (202) 225-4572
2808,H. R. 7073,Mooney,Republican,West Virginia,Yea,https://clerk.house.gov/Members/M001195,Alexander X. Mooney, (202) 225-2711
2218,H. R. 7073,LaLota,Republican,New York,Yea,https://clerk.house.gov/Members/L000598,Nick LaLota, (202) 225-3826
878,H. R. 7073,Crockett,Democratic,Texas,Yea,https://clerk.house.gov/Members/C001130,Jasmine Crockett, (202) 225-8885
1088,H. R. 7073,Duarte,Republican,California,Yea,https://clerk.house.gov/Members/D000633,John S. Duarte, (202) 225-1947
3158,H. R. 7073,Peters,Democratic,California,Yea,https://clerk.house.gov/Members/P000608,Scott H. Peters, (202) 225-0508
968,H. R. 7073,De La Cruz,Republican,Texas,Yea,https://clerk.house.gov/Members/D000594,Monica De La Cruz, (202) 225-9901
3148,H. R. 7073,Perry,Republican,Pennsylvania,Nay,https://clerk.house.gov/Members/P000605,Scott Perry, (202) 225-5836
3018,H. R. 7073,Obernolte,Republican,California,Yea,https://clerk.house.gov/Members/O000019,Jay Obernolte, (202) 225-5861
2118,H. R. 7073,Kiggans (VA),Republican,Virginia,Yea,https://clerk.house.gov/Members/K000399,Jennifer Kiggans, (202) 225-4215
1078,H. R. 7073,Donalds,Republican,Florida,Yea,https://clerk.house.gov/Members/D000032,Byron Donalds, (202) 225-2536
978,H. R. 7073,Dean (PA),Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/D000631,Madeleine Dean, (202) 225-4731
3138,H. R. 7073,Perez,Democratic,Washington,Yea,https://clerk.house.gov/Members/G000600,Marie Gluesenkamp Perez, (202) 225-3536
3028,H. R. 7073,Ocasio-Cortez,Democratic,New York,Nay,https://clerk.house.gov/Members/O000172,Alexandria Ocasio-Cortez, (202) 225-3965
988,H. R. 7073,DeGette,Democratic,Colorado,Yea,https://clerk.house.gov/Members/D000197,Diana DeGette, (202) 225-4431
3128,H. R. 7073,Pence,Republican,Indiana,Yea,https://clerk.house.gov/Members/P000615,Greg Pence, (202) 225-3021
1068,H. R. 7073,Doggett,Democratic,Texas,Yea,https://clerk.house.gov/Members/D000399,Lloyd Doggett, (202) 225-4865
3038,H. R. 7073,Ogles,Republican,Tennessee,Yea,https://clerk.house.gov/Members/O000175,Andrew Ogles, (202) 225-4311
3008,H. R. 7073,Nunn (IA),Republican,Iowa,Yea,https://clerk.house.gov/Members/N000193,Zachary Nunn, (202) 225-5476
998,H. R. 7073,DeLauro,Democratic,Connecticut,Yea,https://clerk.house.gov/Members/D000216,Rosa L. DeLauro, (202) 225-3661
2108,H. R. 7073,Khanna,Democratic,California,Yea,https://clerk.house.gov/Members/K000389,Ro Khanna, (202) 225-2631
1008,H. R. 7073,DelBene,Democratic,Washington,Yea,https://clerk.house.gov/Members/D000617,Suzan K. DelBene, (202) 225-6311
3048,H. R. 7073,Omar,Democratic,Minnesota,Nay,https://clerk.house.gov/Members/O000173,Ilhan Omar, (202) 225-4755
1058,H. R. 7073,Dingell,Democratic,Michigan,Yea,https://clerk.house.gov/Members/D000624,Debbie Dingell, (202) 225-4071
3108,H. R. 7073,Pelosi,Democratic,California,Yea,https://clerk.house.gov/Members/P000197,Nancy Pelosi, (202) 225-4965
3098,H. R. 7073,Pappas,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/P000614,Chris Pappas, (202) 225-5456
1018,H. R. 7073,Deluzio,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/D000530,Christopher R. Deluzio, (202) 225-2301
3058,H. R. 7073,Owens,Republican,Utah,Yea,https://clerk.house.gov/Members/O000086,Burgess Owens, (202) 225-3011
3088,H. R. 7073,Panetta,Democratic,California,Yea,https://clerk.house.gov/Members/P000613,Jimmy Panetta, (202) 225-2861
1048,H. R. 7073,Diaz-Balart,Republican,Florida,Yea,https://clerk.house.gov/Members/D000600,Mario Diaz-Balart, (202) 225-4211
1028,H. R. 7073,DeSaulnier,Democratic,California,Yea,https://clerk.house.gov/Members/D000623,Mark DeSaulnier, (202) 225-2095
1838,H. R. 7073,Hudson,Republican,North Carolina,Yea,https://clerk.house.gov/Members/H001067,Richard Hudson, (202) 225-3715
3078,H. R. 7073,Palmer,Republican,Alabama,Yea,https://clerk.house.gov/Members/P000609,Gary J. Palmer, (202) 225-4921
3068,H. R. 7073,Pallone,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/P000034,"Frank Pallone, Jr.", (202) 225-4671
3118,H. R. 7073,Peltola,Democratic,Alaska,Yea,https://clerk.house.gov/Members/P000619,Mary Sattler Peltola, (202) 225-5765
1148,H. R. 7073,Escobar,Democratic,Texas,Yea,https://clerk.house.gov/Members/E000299,Veronica Escobar, (202) 225-4831
3168,H. R. 7073,Pettersen,Democratic,Colorado,Yea,https://clerk.house.gov/Members/P000620,Brittany Pettersen, (202) 225-2645
3178,H. R. 7073,Pfluger,Republican,Texas,Yea,https://clerk.house.gov/Members/P000048,August Pfluger, (202) 225-3605
3258,H. R. 7073,Ramirez,Democratic,Illinois,Nay,https://clerk.house.gov/Members/R000617,Delia C. Ramirez, (202) 225-5701
2948,H. R. 7073,Neguse,Democratic,Colorado,Yea,https://clerk.house.gov/Members/N000191,Joe Neguse, (202) 225-2161
2128,H. R. 7073,Kildee,Democratic,Michigan,Yea,https://clerk.house.gov/Members/K000380,Daniel T. Kildee, (202) 225-3611
888,H. R. 7073,Crow,Democratic,Colorado,Yea,https://clerk.house.gov/Members/C001121,Jason Crow, (202) 225-7882
1138,H. R. 7073,Emmer,Republican,Minnesota,Yea,https://clerk.house.gov/Members/E000294,Tom Emmer, (202) 225-2331
3248,H. R. 7073,Quigley,Democratic,Illinois,Yea,https://clerk.house.gov/Members/Q000023,Mike Quigley, (202) 225-4061
898,H. R. 7073,Cuellar,Democratic,Texas,Yea,https://clerk.house.gov/Members/C001063,Henry Cuellar, (202) 225-1640
3238,H. R. 7073,Pressley,Democratic,Massachusetts,Nay,https://clerk.house.gov/Members/P000617,Ayanna Pressley, (202) 225-5111
2958,H. R. 7073,Nehls,Republican,Texas,Not Voting,https://clerk.house.gov/Members/N000026,Troy E. Nehls, (202) 225-5951
908,H. R. 7073,Curtis,Republican,Utah,Yea,https://clerk.house.gov/Members/C001114,John R. Curtis, (202) 225-7751
1128,H. R. 7073,Ellzey,Republican,Texas,Yea,https://clerk.house.gov/Members/E000071,Jake Ellzey, (202) 225-2002
3228,H. R. 7073,Posey,Republican,Florida,Yea,https://clerk.house.gov/Members/P000599,Bill Posey, (202) 225-3671
2968,H. R. 7073,Newhouse,Republican,Washington,Yea,https://clerk.house.gov/Members/N000189,Dan Newhouse, (202) 225-5816
